;index;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
364;523;Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;
365;524;Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0
366;525;Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0
367;527;Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0
368;528;Apartamento;Penha;2;0;0;64;950.0;180.0;
369;529;Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;
370;531;Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0
371;532;Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0
372;534;Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0
373;536;Quitinete;Gardênia Azul;1;0;0;20;485.0;;
374;537;Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0
375;538;Casa;São Conrado;4;0;4;1200;25000.0;;
376;540;Apartamento;Maracanã;2;0;0;79;1700.0;600.0;
377;541;Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0
378;544;Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0
379;547;Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0
380;548;Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0
381;550;Apartamento;Tijuca;2;0;0;49;1800.0;180.0;
382;552;Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0
383;553;Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0
384;554;Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0
385;557;Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;
386;558;Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;
387;559;Apartamento;Flamengo;2;1;0;90;3200.0;980.0;
388;561;Apartamento;Ipanema;2;0;0;99;3300.0;920.0;
389;563;Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0
390;564;Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;
391;565;Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0
392;566;Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0
393;568;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0
394;569;Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0
395;570;Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0
396;571;Casa;Campo Grande;2;1;2;100;1500.0;;30.0
397;572;Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0
398;573;Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0
399;574;Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0
400;575;Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0
401;576;Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0
402;577;Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0
403;578;Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0
404;580;Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;
405;581;Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0
406;582;Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0
407;583;Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;
408;585;Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;
409;586;Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0
410;587;Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0
411;588;Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0
412;591;Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;
413;595;Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0
414;596;Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0
415;597;Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0
416;599;Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0
417;602;Casa;Santa Teresa;5;3;0;260;7000.0;;163.0
418;603;Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0
419;604;Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0
420;605;Apartamento;Inhaúma;3;1;0;60;750.0;236.0;
421;607;Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0
422;608;Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0
423;609;Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0
424;610;Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0
425;611;Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0
426;612;Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0
427;615;Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;
428;616;Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0
429;617;Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;
430;619;Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0
431;620;Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0
432;621;Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0
433;622;Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0
434;623;Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0
435;624;Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0
436;625;Apartamento;Piedade;2;1;0;83;950.0;;13.0
437;626;Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0
438;627;Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0
439;628;Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0
440;629;Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0
441;631;Apartamento;Méier;1;0;0;53;900.0;484.0;37.0
442;632;Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;
443;635;Casa;Vila da Penha;1;0;0;40;850.0;;
444;636;Quitinete;Copacabana;1;0;0;30;2600.0;500.0;
445;637;Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0
446;638;Quitinete;Centro;1;0;1;15;750.0;;
447;639;Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0
448;640;Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0
449;641;Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0
450;642;Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0
451;643;Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0
452;645;Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0
453;646;Casa;Vaz Lobo;1;0;0;35;400.0;;
454;647;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0
455;648;Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0
456;653;Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;
457;654;Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0
458;655;Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0
459;656;Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;
460;658;Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0
461;660;Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0
462;661;Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0
463;662;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0
464;663;Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0
465;664;Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0
466;665;Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0
467;666;Apartamento;Leblon;3;1;0;110;6200.0;885.0;
468;667;Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0
469;669;Apartamento;Tijuca;2;1;0;60;1800.0;420.0;
470;670;Flat;Botafogo;1;1;1;50;2500.0;836.0;189.0
471;671;Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0
472;672;Apartamento;Andaraí;1;0;1;30;1100.0;580.0;
473;673;Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0
474;674;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0
475;675;Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0
476;676;Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0
477;678;Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0
478;679;Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0
479;681;Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0
480;682;Quitinete;Copacabana;1;0;0;25;1200.0;318.0;
481;684;Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0
482;686;Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0
483;687;Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;
484;688;Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0
485;689;Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0
486;695;Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0
487;696;Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0
488;697;Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0
489;698;Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0
490;699;Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0
491;700;Apartamento;Grajaú;2;0;0;70;1300.0;447.0;
492;701;Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;
493;702;Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0
494;703;Casa;Itanhangá;3;2;1;321;9000.0;1400.0;
495;704;Casa;Taquara;3;1;0;100;2100.0;250.0;
496;705;Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0
497;709;Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0
498;711;Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0
499;713;Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0
500;715;Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0
501;716;Casa;Campo Grande;2;1;0;100;1300.0;;
502;717;Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0
503;718;Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0
504;721;Apartamento;Jardim Guanabara;2;0;0;92;1600.0;;99.0
505;722;Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0
506;724;Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0
507;726;Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0
508;727;Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0
509;728;Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;
510;729;Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0
511;730;Apartamento;Leblon;4;2;2;300;28000.0;3480.0;
512;731;Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0
513;732;Apartamento;Vila da Penha;2;0;0;70;1200.0;;27.0
514;733;Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0
515;735;Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0
516;736;Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0
517;737;Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0
518;739;Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0
519;742;Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0
520;744;Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0
521;747;Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0
522;750;Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0
523;751;Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0
524;755;Apartamento;Praça Seca;1;0;1;50;600.0;;
525;756;Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0
526;757;Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0
527;758;Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0
528;759;Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0
529;760;Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0
530;761;Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0
531;762;Apartamento;Lagoa;2;1;1;56;3500.0;1490.0;323.0
532;763;Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0
533;764;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0
534;765;Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0
535;766;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0
536;767;Apartamento;Tijuca;3;0;0;98;1700.0;390.0;93.0
537;768;Apartamento;Andaraí;2;0;0;66;700.0;900.0;46.0
538;769;Apartamento;Ipanema;3;2;1;200;6300.0;2200.0;400.0
539;770;Apartamento;Pechincha;2;1;0;60;900.0;420.0;15.0
540;772;Apartamento;Vila Valqueire;3;2;1;129;2200.0;755.0;195.0
541;773;Apartamento;Santa Teresa;2;0;0;65;1400.0;600.0;
542;774;Apartamento;Leblon;4;2;2;230;17900.0;5000.0;1000.0
543;775;Apartamento;Gávea;3;1;1;138;7900.0;1900.0;3418.0
544;777;Apartamento;São Conrado;3;2;1;150;6500.0;1800.0;
545;779;Apartamento;Jacarepaguá;4;2;2;155;3000.0;1664.0;309.0
546;780;Apartamento;Ipanema;3;1;0;130;8000.0;2000.0;480.0
547;781;Apartamento;Botafogo;3;1;1;123;4000.0;1188.0;221.0
548;783;Apartamento;Cachambi;2;0;0;50;900.0;313.0;
549;785;Apartamento;Botafogo;1;0;0;38;1300.0;400.0;25.0
550;786;Flat;Barra da Tijuca;1;1;0;71;2700.0;1700.0;181.0
551;787;Apartamento;Tijuca;2;1;0;88;1100.0;693.0;32.0
552;788;Apartamento;Lins de Vasconcelos;2;0;0;50;900.0;360.0;13.0
553;789;Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;900.0;195.0
554;791;Apartamento;Copacabana;1;0;0;36;1700.0;632.0;69.0
555;792;Apartamento;Campo Grande;2;1;0;70;750.0;330.0;
556;794;Quitinete;Copacabana;1;0;0;30;1150.0;450.0;30.0
557;795;Apartamento;Tijuca;2;0;1;80;1300.0;;82.0
558;796;Apartamento;Freguesia (Jacarepaguá);1;1;0;49;850.0;590.0;37.0
559;799;Apartamento;Copacabana;1;0;0;37;2200.0;555.0;70.0
560;800;Apartamento;Ipanema;3;1;1;126;6000.0;1667.0;590.0
561;801;Apartamento;Gávea;2;1;0;63;3300.0;650.0;
562;802;Apartamento;Barra da Tijuca;2;1;0;74;2100.0;750.0;
563;804;Apartamento;Barra da Tijuca;2;1;1;70;2300.0;1000.0;80.0
564;805;Apartamento;Barra da Tijuca;4;3;4;292;16000.0;5000.0;1500.0
565;806;Apartamento;Barra da Tijuca;4;2;1;330;9000.0;3100.0;1085.0
566;807;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;560.0;
567;808;Casa;Campo Grande;2;0;0;70;1000.0;;
568;809;Casa;Barra da Tijuca;4;6;2;232;6500.0;1100.0;800.0
569;810;Apartamento;Flamengo;3;0;1;110;3800.0;659.0;146.0
570;811;Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;342.0
571;812;Apartamento;Glória;1;0;0;28;1500.0;250.0;
572;813;Apartamento;Barra da Tijuca;2;2;1;65;1600.0;1270.0;233.0
573;814;Apartamento;Engenho Novo;2;1;0;69;1250.0;600.0;
574;815;Apartamento;Camorim;2;1;0;48;1000.0;340.0;90.0
575;816;Apartamento;Leblon;4;2;2;240;17900.0;5000.0;1000.0
576;817;Apartamento;Laranjeiras;4;2;1;350;10000.0;3000.0;403.0
577;818;Apartamento;Barra da Tijuca;2;1;1;87;2300.0;1482.0;251.0
578;819;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;800.0;130.0
579;820;Apartamento;Barra da Tijuca;3;1;1;75;1900.0;750.0;60.0
580;821;Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1100.0;140.0
581;822;Casa de Condomínio;Barra da Tijuca;5;6;5;1050;15000.0;2000.0;2000.0
582;823;Apartamento;Copacabana;3;0;2;130;4000.0;950.0;200.0
583;828;Apartamento;Cascadura;3;0;0;58;990.0;100.0;
584;830;Apartamento;Humaitá;2;1;0;72;2900.0;815.0;96.0
585;831;Apartamento;Jacarepaguá;2;1;2;68;1700.0;739.0;
586;832;Apartamento;São Conrado;4;2;1;230;5150.0;2225.0;350.0
587;833;Apartamento;Pechincha;2;1;1;61;1000.0;489.0;
588;834;Apartamento;Urca;3;1;1;220;16000.0;2757.0;544.0
589;837;Apartamento;Copacabana;3;1;0;290;8000.0;2032.0;7000.0
590;840;Apartamento;Tijuca;2;1;0;72;1500.0;734.0;
591;842;Apartamento;Praia da Bandeira;2;1;0;90;1400.0;480.0;85.0
592;843;Flat;Ipanema;2;1;2;90;8000.0;2200.0;
593;844;Casa;Ramos;2;0;0;40;950.0;;
594;845;Apartamento;Tijuca;3;0;0;86;1500.0;690.0;83.0
595;846;Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0
596;847;Apartamento;Grajaú;2;0;0;53;1200.0;270.0;17.0
597;848;Loft;Barra da Tijuca;1;1;0;50;2634.0;1326.0;240.0
598;851;Casa;Jardim Botânico;4;2;4;387;25000.0;270.0;6661.0
599;855;Casa;Anil;3;6;1;280;2800.0;;190.0
600;857;Apartamento;Copacabana;2;0;1;120;3800.0;1413.0;314.0
601;858;Apartamento;Copacabana;4;1;2;270;13500.0;2800.0;
602;860;Apartamento;Grajaú;2;0;0;72;2000.0;;758.0
603;861;Apartamento;Ipanema;3;2;1;108;6000.0;2100.0;466.0
604;864;Apartamento;Ipanema;3;2;1;220;9000.0;3600.0;1400.0
605;867;Apartamento;Ipanema;1;0;1;46;1800.0;936.0;86.0
606;868;Apartamento;Saúde;2;0;0;65;1300.0;468.0;30.0
607;869;Apartamento;Ipanema;1;0;1;48;2100.0;540.0;81.0
608;871;Apartamento;Flamengo;2;1;1;90;3000.0;1200.0;120.0
609;872;Apartamento;Itanhangá;2;0;0;56;1200.0;781.0;26.0
610;874;Apartamento;Leme;4;0;1;350;10000.0;2700.0;6500.0
611;875;Apartamento;Copacabana;2;0;1;45;1600.0;620.0;
612;877;Apartamento;Barra da Tijuca;3;2;1;201;9500.0;2300.0;13500.0
613;880;Apartamento;Centro;1;0;1;38;1150.0;400.0;25.0
614;881;Apartamento;Leme;3;1;0;200;8000.0;2300.0;510.0
615;882;Apartamento;Copacabana;2;0;0;56;3000.0;;
616;886;Apartamento;Barra da Tijuca;3;2;3;89;4500.0;1200.0;211.0
617;888;Apartamento;Barra da Tijuca;4;3;2;398;16000.0;2600.0;11000.0
618;889;Apartamento;Ipanema;2;2;1;130;8000.0;2000.0;660.0
619;890;Apartamento;Barra da Tijuca;2;1;1;69;2500.0;940.0;800.0
620;891;Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0
621;894;Apartamento;Recreio dos Bandeirantes;1;1;1;45;1500.0;1200.0;440.0
622;895;Apartamento;Botafogo;1;1;0;65;2200.0;679.0;27.0
623;896;Apartamento;Barra da Tijuca;2;1;2;100;10000.0;5155.0;502.0
624;897;Apartamento;Méier;3;0;0;60;1300.0;450.0;
625;898;Apartamento;Barra da Tijuca;2;2;1;75;1400.0;800.0;100.0
626;899;Apartamento;Leblon;3;1;2;155;7200.0;1515.0;538.0
627;900;Apartamento;Tijuca;2;1;1;70;1600.0;740.0;
628;901;Apartamento;Leblon;2;2;1;65;5000.0;1950.0;300.0
629;904;Apartamento;Tijuca;3;2;1;150;2000.0;1700.0;210.0
630;905;Apartamento;Barra da Tijuca;4;3;4;245;11000.0;3000.0;544.0
631;907;Apartamento;Lagoa;3;2;3;125;4800.0;1600.0;460.0
632;908;Apartamento;Leblon;2;0;1;71;6700.0;2070.0;
633;909;Apartamento;Anil;2;1;0;46;1100.0;430.0;12.0
634;912;Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1300.0;720.0;85.0
635;913;Apartamento;Copacabana;1;0;1;39;1800.0;600.0;
636;914;Apartamento;Santa Teresa;1;0;0;21;800.0;312.0;15.0
637;915;Apartamento;Vila Isabel;3;1;0;95;1250.0;650.0;60.0
638;916;Casa de Condomínio;Joá;6;4;6;550;25000.0;;672.0
639;917;Apartamento;Copacabana;1;0;0;36;2200.0;590.0;
640;918;Apartamento;Barra da Tijuca;2;1;1;67;2000.0;1300.0;119.0
641;919;Apartamento;Copacabana;3;2;1;190;7000.0;2000.0;639.0
642;920;Apartamento;Andaraí;3;0;0;64;1300.0;310.0;20.0
643;923;Apartamento;Ipanema;3;0;0;90;3500.0;998.0;95.0
644;925;Apartamento;Copacabana;3;1;0;90;3800.0;900.0;230.0
645;926;Apartamento;São Conrado;4;4;2;460;10000.0;5600.0;500.0
646;928;Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;989.0;1313.0
647;929;Casa;Campo Grande;5;2;5;120;10000.0;;
648;931;Apartamento;Curicica;2;1;1;58;1350.0;590.0;560.0
649;933;Apartamento;Flamengo;4;0;1;648;18000.0;3540.0;2187.0
650;934;Casa;Vargem Grande;7;10;2;500;12000.0;;20.0
651;935;Casa de Condomínio;Barra da Tijuca;5;5;5;600;20000.0;2300.0;
652;936;Apartamento;São Conrado;4;3;1;260;8500.0;3650.0;1170.0
653;938;Apartamento;Ipanema;3;3;2;270;16000.0;3100.0;7813.0
654;939;Apartamento;Camorim;2;1;1;51;1200.0;550.0;650.0
655;940;Apartamento;Lagoa;3;2;1;162;5500.0;1500.0;627.0
656;941;Apartamento;Tijuca;2;1;1;85;1600.0;960.0;90.0
657;942;Apartamento;Ipanema;1;0;0;50;2100.0;630.0;
658;943;Apartamento;Cachambi;2;1;0;55;1200.0;364.0;
659;944;Casa;Barra da Tijuca;4;6;2;800;9800.0;;490.0
660;945;Apartamento;Méier;2;1;0;77;1000.0;925.0;
661;946;Apartamento;Barra da Tijuca;1;1;1;69;1900.0;1007.0;159.0
662;952;Quitinete;Copacabana;1;0;0;28;1500.0;450.0;
663;953;Apartamento;Maracanã;2;1;1;85;2500.0;492.0;
664;956;Apartamento;Colégio;1;0;0;58;950.0;;
665;957;Casa;Recreio dos Bandeirantes;3;0;0;614;4500.0;;576.0
666;958;Casa;Tijuca;4;6;0;160;3500.0;;
667;959;Apartamento;Tijuca;3;1;1;80;3000.0;967.0;184.0
668;960;Apartamento;Barra da Tijuca;2;1;1;70;1150.0;1260.0;160.0
669;961;Apartamento;Leblon;2;1;1;90;3500.0;1150.0;3300.0
670;965;Apartamento;Leblon;3;2;2;262;20000.0;2579.0;1351.0
671;966;Apartamento;Rocha Miranda;1;0;0;33;750.0;;
672;967;Apartamento;Laranjeiras;2;1;0;63;2500.0;968.0;93.0
673;968;Apartamento;Laranjeiras;2;1;0;79;2300.0;780.0;118.0
674;969;Apartamento;Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0
675;971;Apartamento;Vila Isabel;2;0;0;80;1700.0;450.0;60.0
676;973;Apartamento;Laranjeiras;4;2;1;270;5500.0;2750.0;420.0
677;975;Apartamento;São Conrado;3;2;1;157;6400.0;1792.0;460.0
678;977;Apartamento;Ipanema;3;1;2;108;5800.0;1735.0;368.0
679;978;Apartamento;Ipanema;3;2;1;166;7000.0;3400.0;
680;979;Apartamento;Botafogo;1;0;0;53;1600.0;770.0;70.0
681;981;Quitinete;Copacabana;1;0;0;15;800.0;305.0;24.0
682;985;Apartamento;Lagoa;3;1;1;120;5500.0;1080.0;555.0
683;987;Apartamento;Barra da Tijuca;3;2;2;168;3500.0;2138.0;401.0
684;988;Apartamento;Tijuca;2;0;1;48;1700.0;700.0;
685;989;Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;149.0
686;992;Apartamento;Laranjeiras;4;0;2;217;9000.0;1200.0;
687;994;Apartamento;Ipanema;2;0;0;73;3000.0;700.0;190.0
688;996;Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;540;10500.0;850.0;1000.0
689;998;Apartamento;Leblon;2;1;0;73;3800.0;1100.0;210.0
690;1000;Apartamento;Copacabana;1;0;1;50;2500.0;516.0;25.0
691;1001;Casa;Piedade;2;0;0;95;1100.0;;
692;1002;Apartamento;Vila Isabel;2;2;1;91;2000.0;600.0;145.0
693;1003;Apartamento;Campo Grande;2;1;0;50;1000.0;310.0;
694;1004;Casa de Condomínio;Barra da Tijuca;4;2;4;470;8500.0;510.0;600.0
695;1005;Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0
696;1006;Apartamento;Centro;1;0;0;35;1000.0;300.0;
697;1007;Apartamento;Guadalupe;1;0;0;60;700.0;;
698;1008;Apartamento;Copacabana;2;0;0;79;3500.0;960.0;171.0
699;1009;Apartamento;Copacabana;4;1;1;280;8500.0;1748.0;664.0
700;1013;Apartamento;Camorim;3;1;1;75;2100.0;680.0;
701;1015;Apartamento;Flamengo;3;2;1;286;6500.0;2500.0;
702;1016;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;750.0;
703;1017;Apartamento;Ipanema;3;1;1;160;4000.0;1250.0;2.0
704;1018;Apartamento;Vila Isabel;3;1;2;79;2200.0;622.0;122.0
705;1019;Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;227;4000.0;833.0;459.0
706;1020;Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0
707;1021;Apartamento;Jardim Botânico;3;2;2;141;5000.0;1963.0;514.0
708;1022;Casa;Barra da Tijuca;5;4;5;890;17000.0;2500.0;2500.0
709;1024;Apartamento;Campo Grande;1;1;0;46;650.0;250.0;
710;1025;Apartamento;Copacabana;1;0;0;30;1300.0;400.0;25.0
711;1028;Apartamento;Jacarepaguá;3;1;1;78;2000.0;1200.0;110.0
712;1029;Quitinete;Glória;1;0;0;20;850.0;495.0;
713;1031;Apartamento;Ipanema;3;2;1;160;10000.0;1800.0;764.0
714;1032;Apartamento;Catete;1;0;0;37;1300.0;360.0;24.0
715;1033;Apartamento;Barra da Tijuca;4;4;4;279;24000.0;5268.0;1397.0
716;1034;Apartamento;Recreio dos Bandeirantes;2;2;1;110;2300.0;648.0;156.0
717;1035;Apartamento;Botafogo;3;1;1;105;5800.0;1350.0;281.0
718;1037;Apartamento;Leblon;3;2;1;170;12000.0;1900.0;280.0
719;1038;Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0
720;1040;Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;110.0
721;1041;Apartamento;Copacabana;4;1;3;217;9000.0;2754.0;650.0
722;1042;Apartamento;Ipanema;5;2;2;380;12000.0;3800.0;1600.0
723;1043;Apartamento;Laranjeiras;3;2;1;130;3200.0;1050.0;220.0
724;1044;Apartamento;Barra da Tijuca;4;3;2;270;7000.0;2600.0;650.0
725;1045;Apartamento;São Conrado;4;4;4;400;15000.0;5934.0;3182.0
726;1047;Apartamento;Copacabana;1;0;0;45;1600.0;420.0;72.0
727;1048;Apartamento;Barra da Tijuca;4;3;4;333;12000.0;4400.0;1200.0
728;1050;Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1392.0;289.0
729;1052;Casa de Vila;Realengo;2;1;0;150;1200.0;;
