;index;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
6643;9660;Apartamento;Irajá;2;1;0;45;750.0;220.0;
6644;9661;Apartamento;Península;2;2;1;75;3500.0;1350.0;160.0
6645;9662;Apartamento;Laranjeiras;0;0;0;110;10000.0;;
6646;9663;Apartamento;São Conrado;2;1;1;82;4800.0;879.0;186.0
6647;9664;Apartamento;Copacabana;3;2;1;158;5200.0;1540.0;320.0
6648;9665;Casa de Condomínio;Barra da Tijuca;4;4;4;869;24000.0;2220.0;2269.0
6649;9666;Apartamento;Jardim Botânico;3;1;1;180;10000.0;1820.0;644.0
6650;9669;Apartamento;Cidade Nova;2;1;0;53;1300.0;505.0;34.0
6651;9670;Casa de Condomínio;Vargem Grande;4;4;1;220;3300.0;723.0;
6652;9671;Apartamento;Barra da Tijuca;2;2;1;65;1500.0;973.0;136.0
6653;9672;Apartamento;Barra da Tijuca;3;2;1;180;3000.0;1150.0;
6654;9674;Apartamento;Barra da Tijuca;3;2;1;127;5000.0;2570.0;789.0
6655;9676;Apartamento;Botafogo;3;0;0;157;2700.0;970.0;200.0
6656;9677;Apartamento;Cascadura;2;0;0;60;900.0;150.0;
6657;9678;Apartamento;Ipanema;5;3;2;350;45000.0;6500.0;970.0
6658;9679;Apartamento;Botafogo;2;1;1;90;4500.0;945.0;190.0
6659;9680;Apartamento;Ipanema;3;2;1;160;6300.0;2200.0;387.0
6660;9681;Apartamento;Freguesia (Jacarepaguá);2;2;1;128;2700.0;1000.0;240.0
6661;9682;Apartamento;Flamengo;4;1;1;270;8000.0;1550.0;
6662;9683;Apartamento;Leblon;3;0;0;120;3600.0;950.0;
6663;9686;Apartamento;Copacabana;1;0;0;20;1200.0;330.0;29.0
6664;9688;Apartamento;Flamengo;1;0;0;38;1300.0;505.0;59.0
6665;9689;Apartamento;Leblon;3;1;2;120;13700.0;1290.0;410.0
6666;9690;Apartamento;Leblon;4;2;1;200;6500.0;1100.0;470.0
6667;9692;Apartamento;Flamengo;1;0;0;40;1950.0;200.0;67.0
6668;9694;Apartamento;Ipanema;2;1;0;72;3000.0;820.0;
6669;9696;Casa de Condomínio;Taquara;8;0;0;720;6000.0;500.0;100.0
6670;9697;Quitinete;Copacabana;1;1;0;24;1100.0;341.0;22.0
6671;9700;Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;260;12500.0;;
6672;9701;Apartamento;Flamengo;2;0;0;88;1900.0;450.0;112.0
6673;9702;Casa de Vila;Del Castilho;2;0;0;55;800.0;;
6674;9703;Apartamento;Ipanema;2;1;0;70;4000.0;725.0;150.0
6675;9706;Apartamento;Barra da Tijuca;3;2;2;210;3000.0;1754.0;512.0
6676;9707;Apartamento;Engenho Novo;2;1;1;68;1100.0;498.0;
6677;9708;Apartamento;Copacabana;2;0;1;60;2500.0;650.0;750.0
6678;9710;Apartamento;Paciência;2;0;0;55;540.0;60.0;
6679;9711;Apartamento;Barra da Tijuca;3;2;1;75;3500.0;1100.0;192.0
6680;9712;Apartamento;Leblon;4;2;4;230;10000.0;2710.0;1328.0
6681;9713;Apartamento;Tijuca;2;0;0;60;2000.0;450.0;51.0
6682;9716;Apartamento;Pechincha;4;1;2;178;1900.0;1100.0;270.0
6683;9717;Apartamento;Botafogo;3;2;1;110;5500.0;;
6684;9718;Apartamento;Freguesia (Jacarepaguá);2;0;0;80;1300.0;395.0;48.0
6685;9719;Apartamento;Copacabana;1;0;0;30;1500.0;900.0;25.0
6686;9720;Apartamento;Flamengo;1;0;0;31;1200.0;366.0;179.0
6687;9721;Apartamento;Ipanema;3;0;1;120;11000.0;2600.0;500.0
6688;9722;Apartamento;Ipanema;3;2;1;167;35000.0;2950.0;652.0
6689;9723;Apartamento;Botafogo;3;2;1;287;7500.0;2500.0;
6690;9724;Apartamento;Copacabana;2;0;2;115;4000.0;1264.0;210.0
6691;9728;Apartamento;Leblon;3;1;1;120;7000.0;1500.0;
6692;9729;Apartamento;Barra da Tijuca;3;2;1;130;3500.0;1200.0;226.0
6693;9731;Apartamento;Leme;3;0;1;150;6500.0;1050.0;232.0
6694;9733;Flat;Ipanema;2;1;1;75;10900.0;3900.0;4000.0
6695;9734;Apartamento;Copacabana;3;0;0;120;2700.0;800.0;
6696;9735;Apartamento;Copacabana;3;1;1;214;9200.0;1824.0;6083.0
6697;9736;Apartamento;Ipanema;3;2;1;95;5000.0;1200.0;212.0
6698;9737;Apartamento;Vila Isabel;2;2;0;61;1300.0;650.0;
6699;9739;Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0
6700;9740;Flat;Copacabana;1;1;0;50;2000.0;1250.0;160.0
6701;9741;Apartamento;Copacabana;4;2;2;360;11000.0;3200.0;1100.0
6702;9743;Apartamento;Jardim Botânico;2;1;0;74;3700.0;1030.0;213.0
6703;9744;Apartamento;Barra da Tijuca;4;2;1;126;3709.0;1640.0;
6704;9745;Apartamento;Lagoa;3;1;1;110;4800.0;1057.0;429.0
6705;9746;Apartamento;Anil;4;3;1;300;4500.0;1650.0;288.0
6706;9747;Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1800.0;720.0;
6707;9750;Apartamento;Copacabana;3;1;1;140;6160.0;1300.0;2200.0
6708;9751;Casa;Jardim América;1;0;0;45;500.0;;
6709;9752;Apartamento;Tijuca;2;0;0;80;1300.0;855.0;
6710;9753;Apartamento;Copacabana;2;1;1;60;3300.0;1603.0;138.0
6711;9754;Apartamento;Copacabana;5;0;2;320;3500.0;3500.0;
6712;9756;Apartamento;Gávea;1;1;0;71;2500.0;850.0;180.0
6713;9757;Apartamento;Barra da Tijuca;2;1;1;92;2600.0;1250.0;
6714;9758;Apartamento;Humaitá;2;0;1;120;5500.0;525.0;
6715;9759;Apartamento;Vila Isabel;2;0;0;80;1500.0;330.0;
6716;9760;Apartamento;Campo Grande;2;1;0;47;800.0;200.0;
6717;9762;Apartamento;Flamengo;1;0;0;36;2000.0;500.0;189.0
6718;9763;Casa;Pitangueiras;4;5;2;165;4700.0;;
6719;9764;Apartamento;Copacabana;1;0;0;30;2800.0;;
6720;9765;Apartamento;Barra da Tijuca;4;4;4;430;17000.0;4000.0;1700.0
6721;9766;Apartamento;Barra da Tijuca;2;1;1;94;3200.0;1370.0;140.0
6722;9767;Apartamento;Leme;3;0;0;100;3300.0;750.0;150.0
6723;9768;Apartamento;Leblon;4;2;2;250;17500.0;2000.0;
6724;9770;Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;153;3500.0;900.0;100.0
6725;9771;Casa de Vila;Vila Militar;1;0;0;30;500.0;;
6726;9773;Apartamento;Tijuca;3;1;0;140;3800.0;1400.0;
6727;9774;Apartamento;Freguesia (Jacarepaguá);4;2;2;172;3000.0;706.0;334.0
6728;9775;Apartamento;Gávea;3;1;1;110;5000.0;1200.0;220.0
6729;9776;Apartamento;Barra da Tijuca;2;1;1;90;2250.0;1107.0;221.0
6730;9777;Apartamento;Barra da Tijuca;4;3;3;240;12000.0;3584.0;1294.0
6731;9779;Apartamento;Flamengo;3;1;1;110;2950.0;1200.0;
6732;9780;Apartamento;Méier;2;1;1;63;1000.0;815.0;66.0
6733;9781;Apartamento;Copacabana;3;1;0;110;3500.0;909.0;166.0
6734;9782;Casa;Madureira;3;10;1;120;2300.0;;
6735;9783;Apartamento;Botafogo;3;1;1;82;3500.0;966.0;230.0
6736;9786;Apartamento;Barra da Tijuca;3;3;3;200;5900.0;2331.0;450625.0
6737;9787;Apartamento;Flamengo;3;2;1;100;3000.0;1250.0;1500.0
6738;9788;Apartamento;Tijuca;3;1;0;100;2200.0;935.0;
6739;9790;Apartamento;Recreio dos Bandeirantes;2;2;1;109;2500.0;500.0;275.0
6740;9791;Apartamento;Recreio dos Bandeirantes;3;1;0;85;1800.0;1250.0;190.0
6741;9792;Apartamento;Ipanema;4;1;3;245;13000.0;2200.0;600.0
6742;9793;Quitinete;Copacabana;1;0;0;32;1100.0;530.0;28.0
6743;9794;Apartamento;Copacabana;1;0;0;40;2300.0;440.0;25.0
6744;9795;Apartamento;Anil;3;1;1;70;1600.0;1.0;1.0
6745;9797;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3200.0;6400.0
6746;9799;Apartamento;Recreio dos Bandeirantes;2;2;1;200;2800.0;1600.0;
6747;9801;Flat;Ipanema;1;1;1;85;2375.0;2000.0;3000.0
6748;9802;Casa de Condomínio;Barra da Tijuca;4;0;4;590;20000.0;2000.0;
6749;9804;Apartamento;Ipanema;2;1;0;71;4500.0;754.0;185.0
6750;9807;Apartamento;Barra da Tijuca;2;2;2;113;5900.0;1415.0;300.0
6751;9808;Apartamento;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0
6752;9810;Apartamento;Méier;2;1;0;60;1400.0;550.0;
6753;9812;Apartamento;Leblon;4;3;4;350;27000.0;4808.0;
6754;9813;Apartamento;Flamengo;3;1;0;118;3500.0;1118.0;205.0
6755;9817;Apartamento;Copacabana;2;0;1;90;4500.0;1300.0;200.0
6756;9820;Apartamento;Cachambi;2;0;0;75;1350.0;350.0;35.0
6757;9821;Apartamento;Tijuca;3;1;1;120;2200.0;900.0;1520.0
6758;9822;Apartamento;Barra da Tijuca;4;3;1;260;6500.0;1000.0;2000.0
6759;9823;Apartamento;Copacabana;3;1;0;92;3800.0;800.0;
6760;9824;Apartamento;Vila Isabel;3;1;1;98;1300.0;529.0;101.0
6761;9825;Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;262.0
6762;9827;Apartamento;Barra da Tijuca;4;3;4;600;11000.0;6900.0;1200.0
6763;9828;Apartamento;Barra da Tijuca;2;3;1;202;5500.0;2175.0;3844.0
6764;9829;Apartamento;Cachambi;3;0;0;70;1200.0;370.0;13.0
6765;9830;Apartamento;Flamengo;3;1;1;100;3500.0;1100.0;238.0
6766;9831;Apartamento;Barra da Tijuca;2;1;2;75;3500.0;2100.0;
6767;9833;Apartamento;Vila Isabel;2;1;0;69;1600.0;770.0;660.0
6768;9834;Apartamento;Leblon;4;3;1;168;11000.0;3097.0;610.0
6769;9835;Apartamento;Lapa;1;0;0;30;1100.0;420.0;
6770;9837;Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0
6771;9839;Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1300.0;
6772;9842;Apartamento;Pechincha;2;1;1;64;1150.0;545.0;91.0
6773;9843;Apartamento;Leblon;4;0;2;180;12650.0;;
6774;9844;Apartamento;Leblon;4;2;4;200;8500.0;2700.0;944.0
6775;9845;Apartamento;Barra da Tijuca;4;3;0;257;12000.0;3000.0;700.0
6776;9847;Apartamento;São Conrado;3;4;3;250;13000.0;3300.0;2200.0
6777;9848;Apartamento;Barra da Tijuca;2;1;1;83;3000.0;873.0;196.0
6778;9850;Apartamento;Jardim Botânico;3;2;0;180;4500.0;2200.0;350.0
6779;9851;Apartamento;Leblon;2;0;0;49;2800.0;700.0;120.0
6780;9853;Apartamento;Tijuca;2;0;0;60;1800.0;470.0;102.0
6781;9854;Casa de Vila;Padre Miguel;1;0;0;40;670.0;;2.0
6782;9855;Apartamento;São Conrado;2;2;1;114;4000.0;2200.0;180.0
6783;9856;Apartamento;Copacabana;3;1;0;135;6000.0;1697.0;346.0
6784;9857;Apartamento;Copacabana;3;1;0;150;7000.0;1400.0;
6785;9858;Apartamento;Engenho Novo;2;0;0;89;1050.0;250.0;24.0
6786;9859;Apartamento;Copacabana;4;0;1;140;4200.0;1100.0;190.0
6787;9860;Apartamento;Vila Isabel;2;0;1;80;1100.0;850.0;
6788;9861;Casa;Lins de Vasconcelos;2;1;0;80;850.0;520.0;12.0
6789;9863;Apartamento;Flamengo;1;0;0;70;2000.0;400.0;84.0
6790;9866;Apartamento;Engenho de Dentro;2;0;0;56;1100.0;105.0;
6791;9868;Apartamento;Copacabana;2;0;0;90;4000.0;800.0;
6792;9869;Apartamento;Cordovil;2;1;1;85;1300.0;440.0;
6793;9870;Casa;Pedra de Guaratiba;2;1;0;60;800.0;;
6794;9871;Apartamento;Ipanema;2;1;1;106;4000.0;970.0;273.0
6795;9873;Apartamento;Ipanema;2;1;1;76;4500.0;759.0;283.0
6796;9875;Apartamento;Copacabana;2;0;0;80;2700.0;690.0;177.0
6797;9877;Apartamento;Leblon;3;1;0;85;3900.0;1100.0;130.0
6798;9879;Apartamento;Lagoa;3;1;1;137;4800.0;1350.0;
6799;9880;Apartamento;Copacabana;3;0;1;140;3900.0;950.0;
6800;9883;Apartamento;Copacabana;3;1;1;100;3500.0;817.0;247.0
6801;9884;Apartamento;Botafogo;3;1;0;94;3000.0;1440.0;137.0
6802;9885;Apartamento;Recreio dos Bandeirantes;2;2;1;180;1800.0;1232.0;328.0
6803;9886;Apartamento;Centro;1;0;0;30;1000.0;394.0;20.0
6804;9887;Apartamento;Tijuca;2;0;0;65;1600.0;600.0;
6805;9888;Apartamento;Vila Isabel;3;1;0;71;1800.0;630.0;70.0
6806;9890;Apartamento;Leblon;2;0;2;80;3900.0;997.0;148.0
6807;9891;Apartamento;Ipanema;4;4;3;400;30000.0;5440.0;2500.0
6808;9892;Casa de Vila;Pilares;1;0;0;24;500.0;8.0;13.0
6809;9893;Apartamento;Barra da Tijuca;3;1;1;72;2100.0;660.0;110.0
6810;9894;Quitinete;Pedra de Guaratiba;1;0;0;70;400.0;;
6811;9895;Apartamento;Lagoa;2;1;1;85;2800.0;860.0;203.0
6812;9896;Apartamento;Barra da Tijuca;2;1;1;80;5000.0;850.0;
6813;9901;Casa;Maria da Graça;1;0;0;40;900.0;;
6814;9902;Apartamento;Ipanema;4;2;2;170;12500.0;1950.0;628.0
6815;9903;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;650.0;
6816;9904;Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;
6817;9906;Apartamento;Centro;2;0;0;80;1200.0;511.0;
6818;9907;Apartamento;Méier;3;1;1;71;1000.0;836.0;39.0
6819;9909;Apartamento;Laranjeiras;4;0;0;101;2300.0;767.0;
6820;9912;Apartamento;Piedade;3;0;0;85;850.0;200.0;13.0
6821;9915;Apartamento;Ipanema;3;2;1;150;7500.0;2200.0;3870.0
6822;9916;Quitinete;Copacabana;1;0;0;42;2000.0;370.0;26.0
6823;9917;Apartamento;Copacabana;2;0;0;110;4900.0;;
6824;9918;Apartamento;Recreio dos Bandeirantes;3;2;1;160;2550.0;1050.0;
6825;9919;Apartamento;Campo Grande;2;1;1;60;1400.0;580.0;
6826;9920;Apartamento;Tijuca;3;0;1;90;2300.0;650.0;100.0
6827;9921;Apartamento;Barra da Tijuca;4;4;3;500;28000.0;8000.0;
6828;9925;Apartamento;Barra da Tijuca;4;2;1;150;4800.0;1700.0;396.0
6829;9927;Apartamento;Praça Seca;3;1;2;123;1400.0;700.0;
6830;9928;Apartamento;Andaraí;2;1;0;72;1500.0;470.0;
6831;9929;Apartamento;Recreio dos Bandeirantes;3;4;1;217;3000.0;990.0;516.0
6832;9930;Flat;Ipanema;1;1;0;49;2000.0;2411.0;3024.0
6833;9932;Apartamento;Rocha;2;1;0;79;1100.0;543.0;
6834;9933;Apartamento;Barra da Tijuca;1;1;1;67;3000.0;678.0;
6835;9934;Apartamento;Leblon;4;3;4;323;18000.0;4800.0;1800.0
6836;9935;Apartamento;Barra da Tijuca;3;3;1;185;10000.0;1750.0;750.0
6837;9936;Casa;São Conrado;4;4;2;490;20000.0;670.0;
6838;9937;Apartamento;Recreio dos Bandeirantes;3;2;1;90;2000.0;715.0;134.0
6839;9940;Apartamento;Copacabana;2;0;0;50;1650.0;470.0;97.0
6840;9941;Apartamento;Barra da Tijuca;3;2;3;240;7491.0;;
6841;9944;Apartamento;Leblon;5;2;5;230;10000.0;2710.0;13280.0
6842;9945;Apartamento;Praia da Bandeira;3;1;0;55;1200.0;300.0;202.0
6843;9947;Apartamento;Recreio dos Bandeirantes;3;2;3;91;2500.0;780.0;180.0
6844;9948;Apartamento;Leblon;2;1;1;90;4400.0;1050.0;239.0
6845;9949;Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;250;6000.0;955.0;542.0
6846;9952;Apartamento;Barra da Tijuca;4;3;4;330;20000.0;3600.0;
6847;9955;Apartamento;Ipanema;2;1;2;130;12000.0;1318.0;691.0
6848;9956;Apartamento;Barra da Tijuca;2;1;1;99;2000.0;780.0;185.0
6849;9958;Apartamento;Recreio dos Bandeirantes;3;2;1;102;2000.0;640.0;247.0
6850;9960;Apartamento;Leblon;3;1;0;100;5900.0;1200.0;480.0
6851;9961;Apartamento;Ipanema;2;0;0;65;2700.0;400.0;145.0
6852;9962;Apartamento;Copacabana;4;0;1;250;8000.0;996.0;
6853;9964;Casa de Condomínio;Barra da Tijuca;4;5;1;680;7500.0;150.0;950.0
6854;9965;Apartamento;Barra da Tijuca;1;1;0;76;2000.0;1300.0;190.0
6855;9967;Apartamento;Vidigal;2;2;1;70;1600.0;450.0;
6856;9969;Apartamento;Tijuca;3;1;1;74;2500.0;882.0;119.0
6857;9970;Loft;Barra da Tijuca;1;1;0;56;2200.0;1719.0;322.0
6858;9972;Apartamento;Ipanema;3;1;0;93;6200.0;720.0;800.0
6859;9974;Casa de Condomínio;Barra da Tijuca;5;6;5;755;14000.0;2200.0;2000.0
6860;9975;Apartamento;Recreio dos Bandeirantes;4;3;1;250;7000.0;3000.0;
6861;9976;Apartamento;Copacabana;2;0;1;85;3500.0;650.0;85.0
6862;9978;Apartamento;Flamengo;1;0;0;34;1500.0;408.0;54.0
6863;9980;Quitinete;Centro;1;0;0;21;800.0;306.0;
6864;9981;Apartamento;Copacabana;3;0;0;140;6000.0;1480.0;170.0
6865;9982;Apartamento;Barra da Tijuca;2;1;1;95;2200.0;1100.0;268.0
6866;9983;Casa;Anil;5;6;3;810;7000.0;525.0;
6867;9984;Apartamento;Jardim Botânico;3;2;1;145;6200.0;1776.0;3187.0
6868;9986;Apartamento;Cachambi;2;1;0;55;850.0;380.0;13.0
6869;9987;Apartamento;Freguesia (Jacarepaguá);1;0;0;28;500.0;;
6870;9988;Apartamento;Copacabana;1;0;0;50;1800.0;564.0;73.0
6871;9989;Casa;Campo Grande;2;1;1;70;1350.0;;
6872;9991;Apartamento;Flamengo;1;11;0;60;2100.0;840.0;950.0
6873;9993;Apartamento;Barra da Tijuca;2;1;1;70;1700.0;630.0;110.0
6874;9995;Apartamento;Ipanema;2;1;0;80;3600.0;644.0;128.0
6875;9996;Apartamento;Tijuca;2;1;0;54;1700.0;793.0;50.0
6876;9998;Apartamento;Barra da Tijuca;4;3;3;183;10500.0;3367.0;8400.0
6877;9999;Casa de Condomínio;Barra da Tijuca;6;4;4;720;12000.0;800.0;
6878;10000;Apartamento;Leme;1;0;0;60;2600.0;600.0;55.0
6879;10002;Apartamento;Leme;1;0;0;45;1500.0;430.0;
6880;10003;Flat;Botafogo;1;1;0;55;2800.0;1116.0;100.0
6881;10004;Apartamento;Barra da Tijuca;1;1;1;52;6000.0;2430.0;166.0
6882;10005;Quitinete;Copacabana;0;0;0;36;1500.0;570.0;100.0
6883;10006;Apartamento;Taquara;2;1;0;57;900.0;386.0;
6884;10007;Apartamento;Leblon;4;2;2;230;7500.0;1650.0;430.0
6885;10012;Apartamento;Ipanema;2;2;1;130;10000.0;2070.0;566.0
6886;10013;Apartamento;Jacarepaguá;2;1;1;45;900.0;510.0;14.0
6887;10014;Apartamento;Barra da Tijuca;4;1;1;110;3500.0;1450.0;120.0
6888;10015;Apartamento;Copacabana;3;0;0;103;2500.0;1344.0;164.0
6889;10016;Casa;Campo Grande;3;1;1;100;1500.0;;
6890;10018;Apartamento;Recreio dos Bandeirantes;3;1;2;84;2200.0;860.0;141.0
6891;10019;Apartamento;Campo Grande;2;0;1;92;1000.0;1200.0;34.0
6892;10020;Apartamento;Barra da Tijuca;2;1;1;70;2600.0;800.0;
6893;10021;Apartamento;Praça Seca;3;0;0;85;1300.0;370.0;135.0
6894;10022;Apartamento;Leblon;1;0;0;39;1800.0;215.0;
6895;10023;Apartamento;Copacabana;2;1;0;70;2500.0;650.0;
6896;10024;Apartamento;Ipanema;2;1;0;130;10000.0;1800.0;462.0
6897;10026;Apartamento;Jardim Botânico;3;1;0;90;2500.0;1150.0;1400.0
6898;10029;Quitinete;Santa Teresa;1;0;0;30;500.0;;31.0
6899;10031;Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1600.0;705.0;
6900;10033;Apartamento;Curicica;2;1;0;62;1400.0;;
6901;10035;Apartamento;Ipanema;3;2;3;450;30000.0;4640.0;1650.0
6902;10036;Apartamento;Barra da Tijuca;3;2;1;126;2800.0;1500.0;233.0
6903;10037;Apartamento;Barra da Tijuca;4;3;4;255;16000.0;2600.0;
6904;10038;Apartamento;Copacabana;2;0;0;111;2600.0;1165.0;
6905;10040;Apartamento;Barra da Tijuca;2;1;1;70;1500.0;964.0;2017.0
6906;10041;Apartamento;Leblon;2;1;0;62;2900.0;800.0;123.0
6907;10044;Apartamento;Flamengo;3;2;1;104;4300.0;1739.0;248.0
6908;10045;Apartamento;Engenho Novo;2;0;0;60;700.0;450.0;14.0
6909;10046;Apartamento;Tomás Coelho;2;1;0;50;1100.0;;
6910;10048;Apartamento;Copacabana;1;0;1;40;1900.0;730.0;70.0
6911;10050;Apartamento;Taquara;2;1;0;41;800.0;230.0;162.0
6912;10052;Apartamento;Tijuca;2;0;0;65;950.0;365.0;25.0
6913;10053;Apartamento;Campinho;3;1;0;64;1000.0;280.0;180.0
6914;10056;Apartamento;Praça da Bandeira;2;0;0;84;1000.0;610.0;90.0
6915;10057;Apartamento;Recreio dos Bandeirantes;3;2;1;160;3000.0;;330.0
6916;10058;Casa;Jardim Carioca;2;1;0;107;1700.0;;
6917;10060;Apartamento;Andaraí;3;0;0;86;1800.0;360.0;105.0
6918;10061;Apartamento;Copacabana;2;0;0;70;2200.0;600.0;69.0
6919;10063;Loft;Ipanema;1;0;0;40;3550.0;600.0;303.0
6920;10064;Casa de Condomínio;Botafogo;5;0;0;600;18000.0;;2300.0
6921;10065;Apartamento;Ipanema;1;0;1;56;3200.0;495.0;
6922;10068;Apartamento;Campo Grande;1;0;0;21;330.0;;
6923;10070;Apartamento;Botafogo;3;1;1;94;4250.0;1400.0;190.0
6924;10074;Apartamento;Recreio dos Bandeirantes;3;2;1;186;3000.0;900.0;
6925;10076;Apartamento;Barra da Tijuca;3;3;1;175;8000.0;1400.0;3800.0
6926;10077;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;
6927;10078;Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1300.0;140.0
6928;10080;Apartamento;Vila Isabel;2;1;0;76;1300.0;540.0;20.0
6929;10081;Apartamento;Copacabana;3;1;0;153;3999.0;1100.0;220.0
6930;10082;Apartamento;Botafogo;2;1;2;84;4650.0;1140.0;
6931;10083;Casa;Camorim;2;2;1;90;2000.0;;
6932;10084;Apartamento;Botafogo;1;0;0;50;1700.0;500.0;69.0
6933;10086;Apartamento;Barra da Tijuca;2;1;1;72;1500.0;750.0;550.0
6934;10087;Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;
6935;10090;Apartamento;Engenho Novo;2;0;0;57;1000.0;;
6936;10092;Apartamento;Barra da Tijuca;5;3;3;436;12000.0;2200.0;1200.0
6937;10093;Apartamento;Ipanema;3;3;2;260;18000.0;2640.0;
6938;10094;Apartamento;Jacarepaguá;1;1;1;42;1200.0;750.0;40.0
6939;10095;Apartamento;Flamengo;1;0;0;45;1300.0;400.0;68.0
6940;10098;Apartamento;Barra da Tijuca;4;3;4;268;12000.0;2200.0;8000.0
6941;10101;Apartamento;Recreio dos Bandeirantes;2;1;1;87;1700.0;650.0;
6942;10102;Apartamento;Ipanema;1;1;1;66;6500.0;1060.0;
6943;10103;Apartamento;Barra da Tijuca;2;1;1;70;2500.0;970.0;70.0
6944;10104;Casa;Pavuna;1;0;0;40;550.0;;
6945;10105;Apartamento;Flamengo;4;2;1;326;6000.0;2350.0;
6946;10106;Apartamento;Botafogo;2;1;2;99;4800.0;1452.0;298.0
6947;10107;Apartamento;Barra da Tijuca;2;1;0;68;3000.0;1300.0;355.0
6948;10108;Apartamento;Lagoa;4;4;4;400;35000.0;3500.0;1300.0
6949;10111;Apartamento;Recreio dos Bandeirantes;3;2;0;133;2190.0;1004.0;
6950;10112;Flat;Barra da Tijuca;1;1;0;56;3000.0;1200.0;300.0
6951;10113;Apartamento;Oswaldo Cruz;2;0;0;50;800.0;;
6952;10114;Apartamento;Tijuca;2;0;0;67;1300.0;357.0;20.0
6953;10116;Apartamento;Tijuca;2;0;0;57;1600.0;567.0;
6954;10117;Apartamento;Leblon;4;2;4;230;12500.0;2700.0;1625.0
6955;10119;Apartamento;Copacabana;2;1;0;68;2900.0;1000.0;170.0
6956;10120;Apartamento;Campo Grande;3;1;1;165;2000.0;700.0;
6957;10122;Apartamento;Botafogo;2;0;0;64;2400.0;613.0;
6958;10123;Apartamento;Barra da Tijuca;2;1;1;75;2400.0;1061.0;216.0
6959;10124;Casa de Condomínio;Guaratiba;2;2;2;75;1800.0;;
6960;10125;Apartamento;Pechincha;3;1;0;73;1400.0;550.0;78.0
6961;10126;Apartamento;Méier;2;1;0;79;1500.0;613.0;52.0
6962;10127;Apartamento;Recreio dos Bandeirantes;3;2;1;194;1900.0;2120.0;319.0
6963;10129;Apartamento;Botafogo;2;0;0;60;2200.0;760.0;76.0
6964;10130;Apartamento;Lagoa;3;2;1;360;17000.0;1400.0;410.0
6965;10131;Apartamento;Méier;2;1;0;70;1200.0;521.0;
6966;10132;Casa;Riachuelo;4;0;1;100;1800.0;;40.0
6967;10133;Apartamento;Cosme Velho;2;1;0;85;2400.0;760.0;143.0
6968;10134;Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1200.0;813.0;92.0
6969;10135;Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1500.0;300.0
6970;10137;Apartamento;Recreio dos Bandeirantes;3;2;3;180;4000.0;475.0;
6971;10138;Apartamento;Leblon;3;1;1;220;9000.0;3630.0;690.0
6972;10139;Apartamento;Ipanema;3;1;1;280;12500.0;2228.0;610.0
6973;10140;Apartamento;Ipanema;2;1;0;95;4900.0;1278.0;
6974;10141;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3100.0;
6975;10142;Apartamento;Copacabana;2;1;0;80;2500.0;646.0;
6976;10143;Apartamento;Barra da Tijuca;3;2;1;168;5500.0;1950.0;510.0
6977;10144;Casa;Méier;4;1;1;125;1900.0;;
6978;10145;Apartamento;Copacabana;4;1;0;196;3900.0;1500.0;442.0
6979;10146;Apartamento;Ipanema;3;1;1;128;5600.0;1650.0;300.0
6980;10147;Apartamento;Barra da Tijuca;4;4;4;360;8000.0;3200.0;2000.0
6981;10150;Apartamento;Flamengo;2;0;0;76;2000.0;795.0;98.0
6982;10151;Apartamento;Vila Isabel;2;1;1;70;1700.0;315.0;100.0
6983;10152;Apartamento;Irajá;2;1;0;65;1100.0;260.0;
6984;10153;Apartamento;Ipanema;3;1;0;80;3700.0;1150.0;183.0
6985;10154;Apartamento;Ipanema;3;2;1;320;9500.0;1700.0;380.0
6986;10156;Apartamento;Méier;2;0;0;60;1000.0;340.0;
6987;10157;Apartamento;Copacabana;2;1;1;70;2200.0;600.0;
6988;10161;Apartamento;Barra da Tijuca;4;2;2;155;5500.0;3000.0;700.0
6989;10162;Apartamento;Freguesia (Jacarepaguá);3;2;3;166;2500.0;1600.0;200.0
6990;10165;Casa de Condomínio;Maria da Graça;3;1;0;78;1200.0;375.0;29.0
6991;10166;Apartamento;Anil;2;1;0;47;1000.0;400.0;36.0
6992;10167;Apartamento;Catete;2;0;0;51;2200.0;336.0;
6993;10168;Apartamento;Cachambi;2;1;1;65;1400.0;800.0;126.0
